product_id,product_name,brand,category,original_price,sale_price,rating_count,frequently_bought,shop_type,discount_percent,platform,thumbnail_url,source_platform,product_url,crawl_timestamp
BHX_52_v0,nước ngọt fanta hương dâu lon 320ml,other,FMCG,11000,10000,211.0,"6 lon nước ngọt soda chanh 7 Up 320ml, Thùng 24 lon nước ngọt Coca Cola 235ml",BHX Supermarket,9.09,bhx,,,,
BHX_54_v0,8 lon nước ngọt coca cola 235ml,coca,FMCG,73000,63000,158.0,"Nước ngọt Pepsi vị phúc bồn tử lon 320ml, /12 chai 1.5 lít",BHX Supermarket,13.7,bhx,,,,
BHX_56_v0,thùng 12 chai nước ngọt pepsi không calo vị chanh 1.5 lít,pepsi,FMCG,271000,232000,263.0,"Thùng 48 hộp ngũ cốc Việt Ngũ Cốc 180ml, /Chai 880ml",BHX Supermarket,14.39,bhx,,,,
BHX_58_v0,6 chai nước ngọt pepsi không calo vị chanh 1.5 lít,pepsi,FMCG,140000,120000,158.0,"/24 lon 320ml, /6 chai 330ml",BHX Supermarket,14.29,bhx,,,,
BHX_60_v0,nước ngọt pepsi không calo vị chanh 1.5 lít,pepsi,FMCG,25000,22000,403.0,"Nước ngọt Mirinda xá xị chai 1.5 lít, Nước ngọt Coca Cola giảm đường chai 1.5 lít",BHX Supermarket,12.0,bhx,,,,
BHX_62_v0,nước ngọt soda chanh 7 up lon 320ml,other,FMCG,12000,10000,250.0,"/Lon 320ml, Thùng 24 lon nước ngọt Fanta cam 320ml",BHX Supermarket,16.67,bhx,,,,
BHX_64_v0,6 lon nước ngọt fanta nho 320ml,other,FMCG,66000,56000,261.0,"/48 hộp 180ml, /Chai 1.5 lít",BHX Supermarket,15.15,bhx,,,,
BHX_66_v0,nước ngọt fanta nho lon 320ml,other,FMCG,11000,10000,147.0,"Khay 24 lon Sting dâu 320ml, /Lon 320ml",BHX Supermarket,9.09,bhx,,,,
BHX_70_v0,nước ngọt pepsi cola sleek lon 235ml,pepsi,FMCG,10000,8000,231.0,"/Chai 1.5 lít, /24 lon 235ml",BHX Supermarket,20.0,bhx,,,,
BHX_72_v0,nước ngọt pepsi không calo lon 320ml,pepsi,FMCG,13000,11000,54.0,"Thùng 24 chai nước tăng lực Sting hương dâu 500ml, Nước ngọt Coca Cola giảm đường chai 2.25 lít",BHX Supermarket,15.38,bhx,,,,
BHX_74_v0,nước ngọt pepsi không calo vị chanh lon 320ml,pepsi,FMCG,13000,11000,424.0,"/8 lon 235ml, 6 lon Sting dâu 320ml",BHX Supermarket,15.38,bhx,,,,
BHX_76_v0,6 chai nước ngọt coca cola giảm đường 1.5 lít,coca,FMCG,140000,120000,227.0,"/24 lon 320ml, 4 hộp sữa lúa mạch Milo ít đường 180ml",BHX Supermarket,14.29,bhx,,,,
BHX_78_v0,nước ngọt coca cola giảm đường chai 1.5 lít,coca,FMCG,25000,22000,325.0,"Ngũ cốc VinaCafé B'fast 500g, /4 hộp 180ml",BHX Supermarket,12.0,bhx,,,,
BHX_80_v0,6 chai nước ngọt fanta cam 1.5 lít,other,FMCG,140000,120000,173.0,"/6 lon 320ml, /4 hộp 180ml",BHX Supermarket,14.29,bhx,,,,
BHX_84_v0,nước ngọt mirinda soda kem chai 1.5 lít,other,FMCG,25000,22000,140.0,"6 lon sá xị Chương Dương Sleek 320ml, /4 hộp 180ml",BHX Supermarket,12.0,bhx,,,,
BHX_86_v0,6 lon nước ngọt coca cola 235ml,coca,FMCG,55000,47000,339.0,"/Lon 320ml, Nước ngọt Mirinda soda kem chai 1.5 lít",BHX Supermarket,14.55,bhx,,,,
BHX_92_v0,nước ngọt coca cola zero chai 1.5 lít,coca,FMCG,25000,22000,94.0,"Nước tăng lực Sting dâu 330ml, /6 lon 320ml",BHX Supermarket,12.0,bhx,,,,
BHX_94_v0,6 lon sá xị chương dương sleek 320ml,other,FMCG,57000,49000,358.0,"Lốc 6 chai nước tăng lực Sting hương dâu 500ml, Nước tăng lực Sting dâu 330ml",BHX Supermarket,14.04,bhx,,,,
BHX_96_v0,sá xị chương dương sleek lon 320ml,other,FMCG,11000,9000,193.0,"6 lon nước ngọt Fanta cam 320ml, /48 hộp 170ml",BHX Supermarket,18.18,bhx,,,,
BHX_102_v0,6 lon nước ngọt mirinda soda kem 320ml,other,FMCG,72000,62000,157.0,"Thùng 24 lon nước ngọt 7 Up chanh 320ml, /Lon 320ml",BHX Supermarket,13.89,bhx,,,,
BHX_106_v0,nước ngọt mirinda soda kem lon 320ml,other,FMCG,12000,10000,479.0,"Sá xị Chương Dương Sleek lon 320ml, /4 hộp 180ml",BHX Supermarket,16.67,bhx,,,,
BHX_108_v0,6 lon soda schweppes 320ml,other,FMCG,51000,44000,283.0,"/24 lon 235ml, 6 chai nước ngọt Pepsi Cola 390ml",BHX Supermarket,13.73,bhx,,,,
BHX_114_v0,thùng 12 chai nước ngọt 7 up chanh 1.5 lít,other,FMCG,271000,232000,356.0,"Sữa thanh trùng Lothamilk có đường 880ml, /48 hộp 180ml",BHX Supermarket,14.39,bhx,,,,
BHX_116_v0,nước ngọt mirinda xá xị lon 320ml,other,FMCG,12000,10000,72.0,"/4 hộp 180ml, /Chai 1.5 lít",BHX Supermarket,16.67,bhx,,,,
BHX_118_v0,nước ngọt sprite chanh lon 320ml,other,FMCG,11000,10000,162.0,"/Hộp 380g, 6 lon nước ngọt Mirinda xá xị 320ml",BHX Supermarket,9.09,bhx,,,,
BHX_120_v0,nước ngọt sprite chanh chai 1.5 lít,other,FMCG,25000,22000,459.0,"/Lon 1kg, Nước ngọt Fanta nho lon 320ml",BHX Supermarket,12.0,bhx,,,,
BHX_122_v0,soda schweppes lon 320ml,other,FMCG,8000,7000,193.0,"Nước ngọt Coca Cola Zero chai 1.5 lít, 6 lon nước ngọt Coca Cola Zero 320ml",BHX Supermarket,12.5,bhx,,,,
BHX_124_v0,nước ngọt coca cola lon 235ml,coca,FMCG,10000,8000,448.0,"Thùng 48 hộp sữa chua YoMost cam 170ml, Thùng 24 lon nước ngọt Sprite chanh 320ml",BHX Supermarket,20.0,bhx,,,,
BHX_126_v0,nước ngọt coca cola giảm đường chai 2.25 lít,coca,FMCG,31000,26000,142.0,"/Hộp 380g, /Chai 1.5 lít",BHX Supermarket,16.13,bhx,,,,
BHX_128_v0,nước ngọt mirinda cam lon 320ml,other,FMCG,12000,10000,499.0,"Nước ngọt Pepsi không calo vị chanh lon 320ml, Nước ngọt 7 Up chanh lon 320ml",BHX Supermarket,16.67,bhx,,,,
BHX_130_v0,nước ngọt pepsi cola lon 320ml,pepsi,FMCG,12000,10000,280.0,"/Lon 320ml, /6 lon 320ml",BHX Supermarket,16.67,bhx,,,,
BHX_134_v0,nước ngọt mirinda xá xị chai 1.5 lít,other,FMCG,25000,22000,448.0,"Nước ngọt 7 Up chanh lon 320ml, /6 chai 500ml",BHX Supermarket,12.0,bhx,,,,
BHX_138_v0,nước ngọt fanta cam chai 1.5 lít,other,FMCG,25000,22000,309.0,"/6 lon 320ml, 6 chai nước ngọt Fanta cam 1.5 lít",BHX Supermarket,12.0,bhx,,,,
BHX_140_v0,nước ngọt fanta cam lon 320ml,other,FMCG,11000,10000,69.0,"Nước ngọt soda chanh 7 Up lon 320ml, Kem đặc Ngôi sao Phương Nam xanh lá hộp 380g",BHX Supermarket,9.09,bhx,,,,
BHX_142_v0,nước ngọt coca cola zero lon 320ml,coca,FMCG,13000,11000,87.0,"Thùng 24 chai nước tăng lực Sting hương dâu 500ml, /48 hộp 180ml",BHX Supermarket,15.38,bhx,,,,
BHX_144_v0,nước ngọt coca cola lon 320ml,coca,FMCG,12000,10000,43.0,"Khay 24 lon Sting dâu 320ml, 6 lon nước ngọt Pepsi không calo vị chanh 320ml",BHX Supermarket,16.67,bhx,,,,
BHX_146_v0,nước ngọt coca cola chai 390ml,coca,FMCG,9000,8000,73.0,"/6 lon 320ml, /6 lon 320ml",BHX Supermarket,11.11,bhx,,,,
BHX_148_v0,nước ngọt 7 up chanh lon 320ml,other,FMCG,12000,10000,282.0,"6 lon sá xị Chương Dương Sleek 320ml, 6 chai nước ngọt Fanta cam 1.5 lít",BHX Supermarket,16.67,bhx,,,,
BHX_158_v0,6 lon nước tăng lực sting việt quất 320ml,other,FMCG,77000,66000,221.0,"/Chai 1.5 lít, /Bịch 400g",BHX Supermarket,14.29,bhx,,,,
BHX_160_v0,nước tăng lực sting việt quất 320ml,other,FMCG,13000,11000,458.0,"/36 hộp 200ml, 6 lon nước ngọt Pepsi Cola 320ml",BHX Supermarket,15.38,bhx,,,,
BHX_166_v0,nước tăng lực sting gold 320ml,other,FMCG,13000,11000,280.0,"/Bịch 500g, Kem đặc Ngôi sao Phương Nam xanh lá hộp 380g",BHX Supermarket,15.38,bhx,,,,
BHX_170_v0,6 chai sting dâu 330ml,other,FMCG,79000,68000,84.0,"/Lon 320ml, Nước ngọt Coca Cola giảm đường chai 2.25 lít",BHX Supermarket,13.92,bhx,,,,
BHX_172_v0,nước tăng lực sting dâu 330ml,other,FMCG,13000,11000,93.0,"6 chai sữa pha sẵn Glucerna vani 220ml, Khay 24 lon Sting dâu 320ml",BHX Supermarket,15.38,bhx,,,,
BHX_174_v0,nước tăng lực sting dâu 320ml,other,FMCG,13000,11000,306.0,"/Lon 1kg, 8 lon nước ngọt Coca Cola 235ml",BHX Supermarket,15.38,bhx,,,,
BHX_186_v0,sữa thanh trùng lothamilk có đường 880ml,other,Sữa,54000,46000,147.0,"Thùng 48 hộp sữa chua YoMost dâu 170ml, /Lon 320ml",BHX Supermarket,14.81,bhx,,,,
BHX_188_v0,sữa thanh trùng lothamilk có đường 500ml,other,Sữa,32000,27000,468.0,"/48 hộp 170ml, /Chai 1.5 lít",BHX Supermarket,15.62,bhx,,,,
BHX_224_v0,lốc 4 hộp sữa vitadairy oggi gold 180ml,other,Sữa,54000,47000,130.0,"4 hộp sữa lúa mạch Milo ít đường 180ml, /Chai 390ml",BHX Supermarket,12.96,bhx,,,,
BHX_234_v0,thùng 48 hộp ngũ cốc việt ngũ cốc 180ml,other,FMCG,447000,383000,276.0,"/Bịch 560g, 6 chai nước ngọt Pepsi không calo vị chanh 1.5 lít",BHX Supermarket,14.32,bhx,,,,
BHX_238_v0,sữa đặc ông thọ đỏ tuýp 165g,other,Sữa,22000,19000,445.0,"Nước tăng lực Sting dâu 320ml, Nước ngọt Mirinda xá xị chai 390ml",BHX Supermarket,13.64,bhx,,,,
BHX_240_v0,sữa đặc ông thọ nhãn xanh hộp 380g,other,Sữa,31000,26000,84.0,"6 lon nước ngọt Fanta nho 320ml, 6 lon nước ngọt Pepsi Cola 320ml",BHX Supermarket,16.13,bhx,,,,
BHX_242_v0,kem đặc ngôi sao phương nam xanh lá hộp 380g,other,Sữa các loại,24000,21000,91.0,"6 lon Sting dâu 320ml, /Chai 2.25 lít",BHX Supermarket,12.5,bhx,,,,
BHX_244_v0,sữa đặc ông thọ nhãn vàng lon 380g,other,Sữa,38000,32000,465.0,"/48 hộp 110ml, /Lon 320ml",BHX Supermarket,15.79,bhx,,,,
BHX_0_v1,thùng 24 lon nước ngọt pepsi không calo vị chanh 320ml,pepsi,FMCG,334000,270000,143.0,"/6 lon 320ml, /24 lon 235ml",BHX Supermarket,19.16,bhx,,,,
BHX_2_v1,thùng 24 lon pepsi sleek 235ml,pepsi,FMCG,248000,201000,440.0,"Lốc 4 hộp sữa lúa mạch ít đường Milo A2 180ml, 6 lon nước tăng lực Sting việt quất 320ml",BHX Supermarket,18.95,bhx,,,,
BHX_4_v1,thùng 24 lon nước ngọt pepsi không calo 320ml,pepsi,FMCG,334000,270000,362.0,"/Chai 1.5 lít, Nước ngọt Mirinda xá xị chai 1.5 lít",BHX Supermarket,19.16,bhx,,,,
BHX_22_v1,thùng 24 lon nước ngọt coca cola 235ml,coca,FMCG,248000,201000,385.0,"/Chai 500ml, /24 lon 320ml",BHX Supermarket,18.95,bhx,,,,
BHX_30_v1,6 chai nước ngọt pepsi cola 390ml,pepsi,FMCG,60000,49000,249.0,"Thùng 48 hộp sữa NutiFood Grow Plus+ vani 110ml, /48 hộp 170ml",BHX Supermarket,18.33,bhx,,,,
BHX_34_v1,nước ngọt 7 up vị chanh chai 1.5 lít,other,FMCG,29000,23000,375.0,"/24 lon 320ml, Nước ngọt Mirinda xá xị lon 320ml",BHX Supermarket,20.69,bhx,,,,
BHX_36_v1,nước ngọt mirinda cam chai 1.5 lít,other,FMCG,29000,23000,159.0,"/6 lon 235ml, Nước ngọt Mirinda vị dứa lon 320ml",BHX Supermarket,20.69,bhx,,,,
BHX_38_v1,nước ngọt pepsi cola chai 1.5 lít,pepsi,FMCG,29000,23000,337.0,"/Lon 320ml, /4 hộp 180ml",BHX Supermarket,20.69,bhx,,,,
BHX_42_v1,6 lon nước ngọt soda chanh 7 up 320ml,other,FMCG,80000,65000,300.0,"Nước ngọt Sprite chanh chai 1.5 lít, 24 chai sữa pha sẵn Ensure Original vani 237ml",BHX Supermarket,18.75,bhx,,,,
BHX_46_v1,thùng 24 lon nước ngọt soda chanh 7 up 320ml,other,FMCG,308000,249000,75.0,"Thùng 48 hộp sữa tươi Vinamilk chuối 180ml, /Chai 390ml",BHX Supermarket,19.16,bhx,,,,
BHX_48_v1,nước ngọt mirinda vị dứa lon 320ml,other,FMCG,14000,11000,244.0,"/Lon 320ml, 6 lon nước ngọt Coca Cola 320ml",BHX Supermarket,21.43,bhx,,,,
BHX_50_v1,nước ngọt pepsi vị phúc bồn tử lon 320ml,pepsi,FMCG,14000,12000,34.0,"/6 lon 320ml, /6 chai 390ml",BHX Supermarket,14.29,bhx,,,,
BHX_52_v1,nước ngọt fanta hương dâu lon 320ml,other,FMCG,13000,10000,211.0,"/24 lon 320ml, /Lon 320ml",BHX Supermarket,23.08,bhx,,,,
BHX_54_v1,8 lon nước ngọt coca cola 235ml,coca,FMCG,84000,68000,158.0,"6 lon nước ngọt Mirinda soda kem 320ml, 6 lon nước ngọt Coca Cola 320ml",BHX Supermarket,19.05,bhx,,,,
BHX_56_v1,thùng 12 chai nước ngọt pepsi không calo vị chanh 1.5 lít,pepsi,FMCG,308000,249000,263.0,"Sữa thanh trùng Lothamilk có đường 880ml, /Lon 1kg",BHX Supermarket,19.16,bhx,,,,
BHX_58_v1,6 chai nước ngọt pepsi không calo vị chanh 1.5 lít,pepsi,FMCG,159000,129000,158.0,"Soda Schweppes lon 320ml, Nước ngọt Mirinda xá xị chai 390ml",BHX Supermarket,18.87,bhx,,,,
BHX_60_v1,nước ngọt pepsi không calo vị chanh 1.5 lít,pepsi,FMCG,29000,23000,403.0,"Sữa pha sẵn Glucerna vani chai 220ml, /Chai 1.5 lít",BHX Supermarket,20.69,bhx,,,,
BHX_62_v1,nước ngọt soda chanh 7 up lon 320ml,other,FMCG,14000,11000,250.0,"Thùng 24 chai nước ngọt Pepsi Cola 390ml, /6 chai 330ml",BHX Supermarket,21.43,bhx,,,,
BHX_64_v1,6 lon nước ngọt fanta nho 320ml,other,FMCG,75000,61000,261.0,"Sá xị Chương Dương Sleek lon 320ml, /Lon 320ml",BHX Supermarket,18.67,bhx,,,,
BHX_66_v1,nước ngọt fanta nho lon 320ml,other,FMCG,13000,10000,147.0,"Thùng 24 lon nước ngọt Pepsi không calo vị chanh 320ml, /Lon 320ml",BHX Supermarket,23.08,bhx,,,,
BHX_70_v1,nước ngọt pepsi cola sleek lon 235ml,pepsi,FMCG,11000,9000,231.0,"6 chai nước ngọt Coca Cola giảm đường 1.5 lít, 6 chai nước ngọt Pepsi Cola 390ml",BHX Supermarket,18.18,bhx,,,,
BHX_72_v1,nước ngọt pepsi không calo lon 320ml,pepsi,FMCG,14000,12000,54.0,"/12 hộp 1 lít, Nước ngọt soda chanh 7 Up lon 320ml",BHX Supermarket,14.29,bhx,,,,
BHX_74_v1,nước ngọt pepsi không calo vị chanh lon 320ml,pepsi,FMCG,14000,12000,424.0,"/Chai 390ml, /Bịch 500g",BHX Supermarket,14.29,bhx,,,,
BHX_76_v1,6 chai nước ngọt coca cola giảm đường 1.5 lít,coca,FMCG,159000,129000,227.0,"Nước ngọt Pepsi Cola chai 1.5 lít, Nước ngọt Mirinda soda kem lon 320ml",BHX Supermarket,18.87,bhx,,,,
BHX_78_v1,nước ngọt coca cola giảm đường chai 1.5 lít,coca,FMCG,29000,23000,325.0,"Thùng 24 hộp sữa Vinamilk 9 loại hạt ít đường 180ml, /Lon 320ml",BHX Supermarket,20.69,bhx,,,,
BHX_80_v1,6 chai nước ngọt fanta cam 1.5 lít,other,FMCG,159000,129000,173.0,"/6 lon 320ml, Nước ngọt Pepsi không calo vị chanh 1.5 lít",BHX Supermarket,18.87,bhx,,,,
BHX_84_v1,nước ngọt mirinda soda kem chai 1.5 lít,other,FMCG,29000,23000,140.0,"/24 lon 320ml, /Lon 320ml",BHX Supermarket,20.69,bhx,,,,
BHX_86_v1,6 lon nước ngọt coca cola 235ml,coca,FMCG,63000,51000,339.0,"Nước tăng lực Sting dâu 320ml, /6 lon 235ml",BHX Supermarket,19.05,bhx,,,,
BHX_92_v1,nước ngọt coca cola zero chai 1.5 lít,coca,FMCG,29000,23000,94.0,"Nước ngọt Fanta cam lon 320ml, /Lon 235ml",BHX Supermarket,20.69,bhx,,,,
BHX_94_v1,6 lon sá xị chương dương sleek 320ml,other,FMCG,65000,52000,358.0,"Thùng 36 hộp sữa đậu nành Fami Canxi ít đường 200ml, /24 lon 320ml",BHX Supermarket,20.0,bhx,,,,
BHX_96_v1,sá xị chương dương sleek lon 320ml,other,FMCG,12000,10000,193.0,"Nước ngọt 7 Up chanh lon 320ml, /6 chai 1.5 lít",BHX Supermarket,16.67,bhx,,,,
BHX_102_v1,6 lon nước ngọt mirinda soda kem 320ml,other,FMCG,82000,67000,157.0,"Nước ngọt soda chanh 7 Up lon 320ml, /6 lon 320ml",BHX Supermarket,18.29,bhx,,,,
BHX_106_v1,nước ngọt mirinda soda kem lon 320ml,other,FMCG,14000,11000,479.0,"Nước ngọt Mirinda soda kem chai 1.5 lít, /Lon 320ml",BHX Supermarket,21.43,bhx,,,,
BHX_108_v1,6 lon soda schweppes 320ml,other,FMCG,58000,47000,283.0,"Nước ngọt Coca Cola lon 235ml, Nước ngọt Mirinda xá xị chai 390ml",BHX Supermarket,18.97,bhx,,,,
BHX_114_v1,thùng 12 chai nước ngọt 7 up chanh 1.5 lít,other,FMCG,308000,249000,356.0,"Lốc 4 hộp sữa lúa mạch ít đường Milo A2 180ml, /6 lon 320ml",BHX Supermarket,19.16,bhx,,,,
BHX_116_v1,nước ngọt mirinda xá xị lon 320ml,other,FMCG,14000,11000,72.0,"Nước ngọt Fanta cam lon 320ml, /6 chai 330ml",BHX Supermarket,21.43,bhx,,,,
BHX_118_v1,nước ngọt sprite chanh lon 320ml,other,FMCG,13000,10000,162.0,"Sữa đặc Ông Thọ đỏ tuýp 165g, /24 chai 390ml",BHX Supermarket,23.08,bhx,,,,
BHX_120_v1,nước ngọt sprite chanh chai 1.5 lít,other,FMCG,29000,23000,459.0,"Thùng 12 chai nước ngọt Pepsi không calo vị chanh 1.5 lít, Thùng 24 lon nước ngọt Pepsi không calo 320ml",BHX Supermarket,20.69,bhx,,,,
BHX_122_v1,soda schweppes lon 320ml,other,FMCG,10000,8000,193.0,"/48 hộp 170ml, /6 chai 500ml",BHX Supermarket,20.0,bhx,,,,
BHX_124_v1,nước ngọt coca cola lon 235ml,coca,FMCG,11000,9000,448.0,"/Chai 1.5 lít, /6 lon 235ml",BHX Supermarket,18.18,bhx,,,,
BHX_126_v1,nước ngọt coca cola giảm đường chai 2.25 lít,coca,FMCG,35000,29000,142.0,"24 chai sữa pha sẵn Ensure Original vani 237ml, /6 lon 320ml",BHX Supermarket,17.14,bhx,,,,
BHX_128_v1,nước ngọt mirinda cam lon 320ml,other,FMCG,14000,11000,499.0,"Thùng 24 lon Pepsi Sleek 235ml, 6 lon sá xị Chương Dương Sleek 320ml",BHX Supermarket,21.43,bhx,,,,
BHX_130_v1,nước ngọt pepsi cola lon 320ml,pepsi,FMCG,14000,11000,280.0,"6 chai nước ngọt Fanta cam 1.5 lít, /24 lon 320ml",BHX Supermarket,21.43,bhx,,,,
BHX_134_v1,nước ngọt mirinda xá xị chai 1.5 lít,other,FMCG,29000,23000,448.0,"6 lon Sting dâu 320ml, Thùng 36 hộp sữa đậu nành Fami Canxi ít đường 200ml",BHX Supermarket,20.69,bhx,,,,
BHX_138_v1,nước ngọt fanta cam chai 1.5 lít,other,FMCG,29000,23000,309.0,"Nước ngọt 7 Up chanh lon 320ml, /24 lon 320ml",BHX Supermarket,20.69,bhx,,,,
BHX_140_v1,nước ngọt fanta cam lon 320ml,other,FMCG,13000,10000,69.0,"/6 chai 390ml, Thùng 48 hộp sữa chua YoMost cam 170ml",BHX Supermarket,23.08,bhx,,,,
BHX_142_v1,nước ngọt coca cola zero lon 320ml,coca,FMCG,14000,12000,87.0,"/6 lon 320ml, Nước ngọt Mirinda xá xị chai 1.5 lít",BHX Supermarket,14.29,bhx,,,,
BHX_144_v1,nước ngọt coca cola lon 320ml,coca,FMCG,14000,11000,43.0,"/6 chai 390ml, /48 hộp 110ml",BHX Supermarket,21.43,bhx,,,,
BHX_146_v1,nước ngọt coca cola chai 390ml,coca,FMCG,10000,8000,73.0,"/6 chai 220ml, /6 chai 500ml",BHX Supermarket,20.0,bhx,,,,
BHX_148_v1,nước ngọt 7 up chanh lon 320ml,other,FMCG,14000,11000,282.0,"/24 lon 320ml, Nước tăng lực Sting việt quất 320ml",BHX Supermarket,21.43,bhx,,,,
BHX_158_v1,6 lon nước tăng lực sting việt quất 320ml,other,FMCG,87000,71000,221.0,"Thùng 24 lon nước ngọt Mirinda xá xị 320ml, Nước ngọt Mirinda xá xị lon 320ml",BHX Supermarket,18.39,bhx,,,,
BHX_160_v1,nước tăng lực sting việt quất 320ml,other,FMCG,15000,12000,458.0,"6 lon Sting Gold 320ml, Thùng 36 hộp sữa đậu nành Fami Canxi 200ml",BHX Supermarket,20.0,bhx,,,,
BHX_166_v1,nước tăng lực sting gold 320ml,other,FMCG,15000,12000,280.0,"Nước ngọt Mirinda vị dứa lon 320ml, Lốc 4 hộp sữa lúa mạch ít đường Milo A2 180ml",BHX Supermarket,20.0,bhx,,,,
BHX_170_v1,6 chai sting dâu 330ml,other,FMCG,90000,73000,84.0,"Nước ngọt Mirinda cam lon 320ml, Nước tăng lực Sting dâu 330ml",BHX Supermarket,18.89,bhx,,,,
BHX_172_v1,nước tăng lực sting dâu 330ml,other,FMCG,15000,12000,93.0,"Thùng 24 lon Pepsi Sleek 235ml, 6 chai nước ngọt Fanta cam 1.5 lít",BHX Supermarket,20.0,bhx,,,,
BHX_174_v1,nước tăng lực sting dâu 320ml,other,FMCG,15000,12000,306.0,"6 lon nước ngọt Coca Cola 235ml, /Chai 1.5 lít",BHX Supermarket,20.0,bhx,,,,
BHX_186_v1,sữa thanh trùng lothamilk có đường 880ml,other,Sữa,61000,50000,147.0,"Sữa đặc Ông Thọ đỏ tuýp 165g, /48 hộp 180ml",BHX Supermarket,18.03,bhx,,,,
BHX_188_v1,sữa thanh trùng lothamilk có đường 500ml,other,Sữa,37000,30000,468.0,"6 lon Sting Gold 320ml, Thùng 48 hộp ngũ cốc Việt Ngũ Cốc 180ml",BHX Supermarket,18.92,bhx,,,,
BHX_224_v1,lốc 4 hộp sữa vitadairy oggi gold 180ml,other,Sữa,62000,50000,130.0,"/48 hộp 180ml, Nước ngọt Coca Cola Zero chai 1.5 lít",BHX Supermarket,19.35,bhx,,,,
BHX_234_v1,thùng 48 hộp ngũ cốc việt ngũ cốc 180ml,other,FMCG,509000,412000,276.0,"/6 chai 1.5 lít, Nước ngọt Mirinda xá xị chai 390ml",BHX Supermarket,19.06,bhx,,,,
BHX_238_v1,sữa đặc ông thọ đỏ tuýp 165g,other,Sữa,25000,20000,445.0,"/Lon 320ml, 48 hộp sữa Ovaltine canxi 180ml",BHX Supermarket,20.0,bhx,,,,
BHX_240_v1,sữa đặc ông thọ nhãn xanh hộp 380g,other,Sữa,35000,29000,84.0,"6 lon nước ngọt Coca Cola 320ml, Nước ngọt Coca Cola Zero chai 1.5 lít",BHX Supermarket,17.14,bhx,,,,
BHX_242_v1,kem đặc ngôi sao phương nam xanh lá hộp 380g,other,Sữa các loại,27000,22000,91.0,"/Bịch 560g, Nước ngọt Mirinda vị dứa lon 320ml",BHX Supermarket,18.52,bhx,,,,
BHX_244_v1,sữa đặc ông thọ nhãn vàng lon 380g,other,Sữa,43000,35000,465.0,"Nước tăng lực Sting Gold 320ml, /6 chai 390ml",BHX Supermarket,18.6,bhx,,,,
BHX_0_v2,thùng 24 lon nước ngọt pepsi không calo vị chanh 320ml,pepsi,FMCG,300000,261000,143.0,"/4 hộp 180ml, /Lon 320ml",BHX Supermarket,13.0,bhx,,,,
